croplands_all_categories,human_pop_density_log10,managed_pasture_and_rangeland,precipitation_inFall,precipitation_spring,precipitation_summer,precipitation_winter,primary_forest_areas,primary_non_forest_areas,relative_humidity_inFall,relative_humidity_spring,relative_humidity_summer,relative_humidity_winter,secondary_forest_areas,secondary_non_forest_areas,temperature_inFall,temperature_spring,temperature_summer,temperature_winter
1.01261364679536,2.84385926210358,9.81345146400851,1.42327996903223,8.36193843887961,0.934226685222029,0.984607318547039,0.0297611664123436,8.43385370559136,41.3172330913952,0.65023722074914,5.89647190719074,5.91057050219931,1.62319980897515,0.45320907345655,0.190113625304051,3.0141893640532,2.00464753367013,5.10253621641447
1.08731235854275,5.56481481287263,3.294241328319,2.5324135281648,10.9067801539983,3.11481282546127,0.873076994420577,0.67145282196047,5.96150547330518,27.663552348778,1.07578961848323,9.38994657135694,5.7199149238761,0.795737420152218,0.811316597198573,1.13320582831516,7.04787035738633,2.6605797272595,9.69567631014898
3.22144922433027,1.91292474609978,8.05402646935822,0.756746257118438,9.44046683333801,1.69754914198657,1.4988221601808,0.104281788779775,8.31253642936915,20.9531486319957,1.24904935983836,10.4031160757668,9.80952778389805,0.948600092025154,0.298930245895348,3.61334658897819,9.89471626315071,1.98359521396609,5.84716669392458
2.99369606197819,7.95382541277721,7.36911765997266,5.26841525171725,9.26600001606461,2.00888569691648,1.39127663379685,0.0929047596495463,6.3006220971234,22.281788416933,1.45294925574901,8.52612486546497,14.4270138088486,0.571912036656657,0.484458037583014,2.16245737211295,4.73783906919507,0.948092748483655,1.76262079897694
1.16811576642752,5.33260907697628,3.54081738015025,0.584521379224859,7.83887552845126,1.15218450304003,1.00354288042014,0.0329298188009783,5.91334127963708,16.2823573734856,0.240892770363052,10.0127811133789,3.93937904415172,1.29008703936594,0.250168931683348,4.38752913313716,11.5810128238159,18.3410256596455,7.10782849784445
3.8345578864805,6.08183145667613,5.77769294860805,1.45104082622501,7.21835195644501,0.733873372753484,1.46510197730033,0.232739189451624,2.95140107627517,16.8125466370415,1.39117622479999,15.8097224277881,11.3286610853737,1.7837722827147,0.934265267759196,2.17387406127838,5.09572006464895,3.98698737645138,10.9366838819289
2.29133855915523,3.83582965436212,7.03384073137216,1.93575653425997,9.26688563525348,4.1054921679323,2.1765566091586,0.0712993952229103,7.45341509939693,15.8516678946871,0.724503965381826,18.4006370005041,4.04183303533055,0.780261353028689,0.650578232314713,0.19840728288771,16.0019393545724,3.53463989999665,1.64511759518259
2.64063826118349,9.47447707388301,8.26887450370215,0.786024551494423,6.9318828949785,1.57964820883707,1.52038219082658,0.154936342598464,8.24113200093586,17.7941573846884,1.00965769758174,12.5923943575937,7.18615208252431,4.32955252721381,1.06945457451088,0.606798898603708,5.01298506410762,9.23055769408986,1.57029369064649
0.894456112280583,6.90292187605476,2.16182258334815,1.6767984044745,10.2524353086663,4.56840531985816,2.92184240224553,0.0431461540233337,9.32522808077187,12.4522268736914,1.16870456416738,22.2370056943408,3.67373684369829,1.49816426033637,0.3356882057367,4.15103377741617,9.78968803486891,3.46280580209249,2.48388970192836
1.2685084666421,8.06363306917057,2.17499963182429,2.75912890904988,13.4718022890588,6.25122499314524,1.13248590628737,0.0325618803152191,3.05108220524652,6.51851722163106,0.733661130198566,23.770104227796,5.50299332028157,0.620796924805381,0.443938319584415,5.44318649693038,12.6842710152755,2.06800965656883,4.0090943361884
2.11413895137282,7.72494886877515,5.21666046923696,0.470883918041159,8.11052533071721,0.508214688301692,1.20759992471978,0.0931884471229709,7.45422454019514,31.1280546466946,0.951950351932403,7.96703468696296,3.33154194206986,1.72360061974742,0.375192278112443,4.52198713965869,9.00936240950285,0.883984936673492,7.20690585016242
2.64141935961536,6.8415215912565,4.80156884660885,0.705062436769491,7.39156145801025,3.95106453995906,1.28529268092925,0.119314081281782,6.63878722689482,31.3858800985506,0.660189750747091,8.45796393870659,2.74658834989637,1.71276699169378,0.467530296724387,0.557765029888496,4.20390882943003,8.21941184292826,7.21240265010903
3.06493075126217,7.12050620058987,4.47463884659233,1.65720750231859,9.64960053984764,1.83883622950431,2.43970243953083,0.1059580978564,12.9738317482201,17.9003639752218,0.399484174369259,13.7809985338935,4.99318097296857,2.76564508730417,0.739487473152504,3.12097424461941,7.18659545547932,1.92750167386566,3.86055605340365
1.9164001057339,4.36802385880416,3.92192576367501,2.26224114150252,10.4235892726404,0.712164276218903,1.0211057303947,0.163684988077982,3.46749044756596,34.8208344954733,0.598791777580616,16.3880564157838,2.60664452419431,1.05314870854406,0.577363339362456,0.634504253621682,6.40894806216109,3.47153527325482,5.18354756541025
